"article_key","test_text","p_value","p_comp","section","start","end","one_previous"
"40_3_605","ntly low (p < 0.001) compared","0.001","<","5","9854","9863","("
"40_3_605","         (p < 0.001) compared","0.001","<","5","10384","10393","("
"40_3_605","oflurane (p = 0.11) or NA (p","0.11","=","5","10613","10621","("
"40_3_605","um gamma: p < 0.001) and
    ","0.001","<","6","7980","7989"," "
"40_3_605","ctivity ( p < 0.001 compared ","0.001","<","6","10382","10391"," "
"40_3_605"," shown at p < 0.05. The mean","0.05","<","6","11831","11839"," "
"40_3_605","a bands ( p < 0.001) in both ","0.001","<","6","13087","13096"," "
"40_3_605"," levels ( p < 0.001)         ","0.001","<","6","14503","14512"," "
"40_3_605","h gamma ( p < 0.001 compared ","0.001","<","6","15310","15319"," "
"40_3_605"," the PFC, p < 0.001 for carba","0.001","<","7","1455","1464"," "
"40_3_605"," the PFC, p < 0.001          ","0.001","<","7","4262","4271"," "
"40_3_605"," shown at p < 0.05. The mean","0.05","<","7","11042","11050"," "
"40_3_605"," groups ( p < 0.001 compared ","0.001","<","7","11295","11304"," "
"40_3_605","plexity ( p < 0.001 compared ","0.001","<","7","11648","11657"," "
"40_3_605","able 8) ( p < 0.001 compared ","0.001","<","7","12258","12267"," "
"40_3_605","frontal ( p < 0.001) (Fig. 6B","0.001","<","7","14522","14531"," "
"40_3_605","arietal ( p < 0.001) (Fig. 6D","0.001","<","7","14709","14718"," "
"40_3_605",")
   Sevo p = 0.044          ","0.044","=","8","1006","1015"," "
"40_3_605"," (0.0026) p < 0.001      0.01","0.001","<","8","1077","1086"," "
"40_3_605"," (0.0050) p = 0.020    0.028 ","0.02","=","8","1146","1155"," "
"40_3_605",")
   CARB p < 0.001          ","0.001","<","8","1218","1227"," "
"40_3_605","          p = 0.51          ","0.51","=","8","1237","1245"," "
"40_3_605"," (0.0035) p < 0.001 p = 0.92 ","0.001","<","8","1292","1301"," "
"40_3_605","p < 0.001 p = 0.92          ","0.92","=","8","1302","1310"," "
"40_3_605"," (0.0023) p = 0.0074 p<U+2AFD>1      ","0.0074","=","8","1358","1368"," "
"40_3_605","7)
   Rec p < 0.001          ","0.001","<","8","1430","1439"," "
"40_3_605","          p = 0.54          ","0.54","=","8","1450","1458"," "
"40_3_605"," p <U+2AFD> 1    p < 0.001          ","0.001","<","8","1515","1524"," "
"40_3_605","          p < 0.001          ","0.001","<","8","1535","1544"," "
"40_3_605","(0.0032)a p = 0.27  p < 0.00","0.27","=","8","1572","1580"," "
"40_3_605","p = 0.27  p < 0.001          ","0.001","<","8","1582","1591"," "
"40_3_605","          p < 0.001          ","0.001","<","8","1601","1610"," "
"40_3_605","7) <U+2AFD> 7.0; p = 0.0012          ","0.0012","=","8","1687","1697"," "
"40_3_605","27) <U+2AFD> 19; p < 0.001          ","0.001","<","8","1752","1761"," "
"40_3_605","27) <U+2AFD> 12; p < 0.001
Parietal ","0.001","<","8","1818","1827"," "
"40_3_605",")
   Sevo p = 0.41          ","0.41","=","8","2066","2074"," "
"40_3_605"," (0.0023) p < 0.001        0.","0.001","<","8","2135","2144"," "
"40_3_605"," (0.0060) p < 0.001    0.022 ","0.001","<","8","2206","2215"," "
"40_3_605",")
   CARB p = 0.28          ","0.28","=","8","2278","2286"," "
"40_3_605"," (0.0032) p < 0.001 p = 0.070","0.001","<","8","2352","2361"," "
"40_3_605","p < 0.001 p = 0.070          ","0.07","=","8","2362","2371"," "
"40_3_605"," (0.0056) p < 0.001  p = 0.43","0.001","<","8","2418","2427"," "
"40_3_605"," < 0.001  p = 0.43          ","0.43","=","8","2429","2437"," "
"40_3_605","1)
   Rec p = 0.11          ","0.11","=","8","2489","2497"," "
"40_3_605","          p = 0.89          ","0.89","=","8","2509","2517"," "
"40_3_605","          p = 0.97          ","0.97","=","8","2529","2537"," "
"40_3_605","(0.0060)a p = 0.28 p < 0.001","0.28","=","8","2565","2573"," "
"40_3_605"," p = 0.28 p < 0.001          ","0.001","<","8","2574","2583"," "
"40_3_605","          p < 0.001          ","0.001","<","8","2594","2603"," "
"40_3_605","(0.0056)a p = 0.91  p < 0.00","0.91","=","8","2631","2639"," "
"40_3_605","p = 0.91  p < 0.001          ","0.001","<","8","2641","2650"," "
"40_3_605","          p < 0.001          ","0.001","<","8","2660","2669"," "
"40_3_605","0) <U+2AFD> 1.9; p = 0.15          ","0.15","=","8","2746","2754"," "
"40_3_605","30) <U+2AFD> 51; p < 0.001          ","0.001","<","8","2810","2819"," "
"40_3_605","30) <U+2AFD> 56; p < 0.001
a
 Mean (","0.001","<","8","2876","2885"," "
"40_3_605",")
   Sevo p = 0.18          ","0.18","=","8","3939","3947"," "
"40_3_605"," (0.0022) p < 0.001          ","0.001","<","8","4011","4020"," "
"40_3_605"," (0.0064) p = 0.0077   0.028 (","0.0077","=","8","4084","4094"," "
"40_3_605",")
   CARB p = 0.0077         p","0.0077","=","8","4156","4166"," "
"40_3_605","7         p = 0.66          ","0.66","=","8","4175","4183"," "
"40_3_605"," (0.0025) p < 0.001    p = 0.","0.001","<","8","4233","4242"," "
"40_3_605"," 0.001    p = 0.98          ","0.98","=","8","4246","4254"," "
"40_3_605"," (0.0020) p = 0.0038 p<U+2AFD>1      ","0.0038","=","8","4301","4311"," "
"40_3_605","6)
   Rec p < 0.001          ","0.001","<","8","4373","4382"," "
"40_3_605","          p = 0.21          ","0.21","=","8","4393","4401"," "
"40_3_605","          p = 0.85          ","0.85","=","8","4414","4422"," "
"40_3_605"," <U+2AFD> 1      p < 0.001          ","0.001","<","8","4464","4473"," "
"40_3_605","          p < 0.001          ","0.001","<","8","4484","4493"," "
"40_3_605","(0.0039)a p = 0.11  p < 0.00","0.11","=","8","4520","4528"," "
"40_3_605","p = 0.11  p < 0.001          ","0.001","<","8","4530","4539"," "
"40_3_605","          p < 0.001          ","0.001","<","8","4550","4559"," "
"40_3_605","7) <U+2AFD> 6.0; p = 0.0029          ","0.0029","=","8","4636","4646"," "
"40_3_605","27) <U+2AFD> 16; p < 0.001          ","0.001","<","8","4706","4715"," "
"40_3_605","27) <U+2AFD> 15; p < 0.001
Parietal ","0.001","<","8","4772","4781"," "
"40_3_605",")
   Sevo p = 0.88          ","0.88","=","8","5026","5034"," "
"40_3_605"," (0.0025) p < 0.001         0","0.001","<","8","5100","5109"," "
"40_3_605"," (0.0053) p < 0.001    0.023 ","0.001","<","8","5171","5180"," "
"40_3_605",")
   CARB p = 0.031          ","0.031","=","8","5243","5252"," "
"40_3_605","          p = 0.0028          ","0.0028","=","8","5262","5272"," "
"40_3_605"," (0.0028) p < 0.001   p = 0.2","0.001","<","8","5321","5330"," "
"40_3_605","< 0.001   p = 0.26          ","0.26","=","8","5333","5341"," "
"40_3_605"," (0.0060) p < 0.001  p = 0.71","0.001","<","8","5388","5397"," "
"40_3_605"," < 0.001  p = 0.71          ","0.71","=","8","5399","5407"," "
"40_3_605","3)
   Rec p = 0.43          ","0.43","=","8","5459","5467"," "
"40_3_605","          p = 0.11          ","0.11","=","8","5479","5487"," "
"40_3_605","          p = 0.61          ","0.61","=","8","5500","5508"," "
"40_3_605","(0.0060)a p = 0.23   p < 0.0","0.23","=","8","5539","5547"," "
"40_3_605"," = 0.23   p < 0.001          ","0.001","<","8","5550","5559"," "
"40_3_605","          p < 0.001          ","0.001","<","8","5570","5579"," "
"40_3_605","p <U+2AFD> 1     p < 0.001          ","0.001","<","8","5616","5625"," "
"40_3_605","          p < 0.001          ","0.001","<","8","5636","5645"," "
"40_3_605","0) <U+2AFD> 4.9; p = 0.0072          ","0.0072","=","8","5721","5731"," "
"40_3_605","30) <U+2AFD> 71; p < 0.001          ","0.001","<","8","5791","5800"," "
"40_3_605","30) <U+2AFD> 43; p < 0.001
a
 Mean (","0.001","<","8","5857","5866"," "
"40_3_605","   Sevo   p < 0.001         0","0.001","<","8","6923","6932"," "
"40_3_605"," (0.0016) p < 0.001          ","0.001","<","8","6991","7000"," "
"40_3_605"," (0.0075) p < 0.001          ","0.001","<","8","7067","7076"," "
"40_3_605","   NA     p < 0.001         p","0.001","<","8","7147","7156"," "
"40_3_605","1         p < 0.001          ","0.001","<","8","7165","7174"," "
"40_3_605"," (0.0014) p < 0.001          ","0.001","<","8","7218","7227"," "
"40_3_605"," (0.0082) p < 0.001          ","0.001","<","8","7291","7300"," "
"40_3_605","          p = 0.97          ","0.97","=","8","7312","7320"," "
"40_3_605","   Rec    p < 0.001         p","0.001","<","8","7371","7380"," "
"40_3_605","1         p = 0.36          ","0.36","=","8","7389","7397"," "
"40_3_605","          p = 0.066        0.","0.066","=","8","7409","7418"," "
"40_3_605","(0.0027)a p = 0.38          ","0.38","=","8","7443","7451"," "
"40_3_605","          p = 0.0012         p","0.0012","=","8","7463","7473"," "
"40_3_605","2         p = 0.0010        0.","0.001","=","8","7482","7492"," "
"40_3_605","(0.0073)a p = 0.54          ","0.54","=","8","7516","7524"," "
"40_3_605","          p < 0.001         p","0.001","<","8","7536","7545"," "
"40_3_605","1         p < 0.001       0.0","0.001","<","8","7554","7563"," "
"40_3_605","21) <U+2AFD> 38; p < 0.001          ","0.001","<","8","7637","7646"," "
"40_3_605","28) <U+2AFD> 14; p < 0.001          ","0.001","<","8","7710","7719"," "
"40_3_605","21) <U+2AFD> 31; p < 0.001
Parietal ","0.001","<","8","7783","7792"," "
"40_3_605",")
   Sevo p = 0.058          ","0.058","=","8","8041","8050"," "
"40_3_605"," (0.0029) p < 0.001          ","0.001","<","8","8112","8121"," "
"40_3_605"," (0.0052) p < 0.001          ","0.001","<","8","8186","8195"," "
"40_3_605"," NA       p < 0.001       p =","0.001","<","8","8268","8277"," "
"40_3_605","001       p = 0.0035          ","0.0035","=","8","8284","8294"," "
"40_3_605"," (0.0012) p < 0.001          ","0.001","<","8","8337","8346"," "
"40_3_605","          p = 0.96          ","0.96","=","8","8358","8366"," "
"40_3_605"," (0.0040) p < 0.001          ","0.001","<","8","8409","8418"," "
"40_3_605","          p = 0.90          ","0.9","=","8","8431","8439"," "
"40_3_605","0)
   Rec p < 0.001          ","0.001","<","8","8487","8496"," "
"40_3_605","          p = 0.54          ","0.54","=","8","8508","8516"," "
"40_3_605","          p = 0.16         0","0.16","=","8","8528","8536"," "
"40_3_605","(0.0019)a p < 0.001          ","0.001","<","8","8562","8571"," "
"40_3_605","          p = 0.0014         p","0.0014","=","8","8582","8592"," "
"40_3_605","4         p = 0.0091       0.0","0.0091","=","8","8601","8611"," "
"40_3_605","(0.0059)a p = 0.016          ","0.016","=","8","8634","8643"," "
"40_3_605","          p < 0.001         p","0.001","<","8","8655","8664"," "
"40_3_605","1         p < 0.001       0.0","0.001","<","8","8673","8682"," "
"40_3_605","30) <U+2AFD> 12; p < 0.001          ","0.001","<","8","8756","8765"," "
"40_3_605","30) <U+2AFD> 25; p < 0.001          ","0.001","<","8","8829","8838"," "
"40_3_605","30) <U+2AFD> 39; p < 0.001
a
 Mean (","0.001","<","8","8902","8911"," "
"40_3_605","ecrease ( p < 0.001) in spati","0.001","<","8","9843","9852"," "
"40_3_605","e state ( p = 0.12). The tem","0.12","=","8","9934","9942"," "
"40_3_605","sthesia ( p < 0.001) (Fig. 6 ","0.001","<","8","10482","10491"," "
"40_3_605","        ( p < 0.001) compared","0.001","<","8","10926","10935"," "
"40_3_605",")
   Sevo p < 0.001       0.0","0.001","<","9","967","976"," "
"40_3_605"," (0.0017) p < 0.001        0.","0.001","<","9","1033","1042"," "
"40_3_605"," (0.0055) p < 0.001       0.0","0.001","<","9","1099","1108"," "
"40_3_605","11)
   NA p < 0.001         p","0.001","<","9","1171","1180"," "
"40_3_605","1         p = 0.018          ","0.018","=","9","1189","1198"," "
"40_3_605"," (0.0019) p < 0.001    p = 0.","0.001","<","9","1243","1252"," "
"40_3_605"," 0.001    p = 0.99          ","0.99","=","9","1256","1264"," "
"40_3_605"," (0.0063) p < 0.001    p = 0.","0.001","<","9","1308","1317"," "
"40_3_605"," 0.001    p = 0.90          ","0.9","=","9","1321","1329"," "
"40_3_605","2)
   Rec p < 0.001        p ","0.001","<","9","1379","1388"," "
"40_3_605","01        p = 0.79          ","0.79","=","9","1396","1404"," "
"40_3_605","          p = 0.19         0","0.19","=","9","1417","1425"," "
"40_3_605","(0.0026)a p = 0.077   p = 0.0","0.077","=","9","1451","1460"," "
"40_3_605","= 0.077   p = 0.029          ","0.029","=","9","1463","1472"," "
"40_3_605","          p = 0.0094       0.0","0.0094","=","9","1483","1493"," "
"40_3_605","(0.0049)a p = 0.72    p < 0.","0.72","=","9","1516","1524"," "
"40_3_605","= 0.72    p < 0.001          ","0.001","<","9","1528","1537"," "
"40_3_605","          p < 0.001       0.0","0.001","<","9","1548","1557"," "
"40_3_605","21) <U+2AFD> 17; p < 0.001          ","0.001","<","9","1627","1636"," "
"40_3_605","21) <U+2AFD> 13; p < 0.001          ","0.001","<","9","1694","1703"," "
"40_3_605","21) <U+2AFD> 28; p < 0.001
Parietal ","0.001","<","9","1759","1768"," "
"40_3_605",")
   Sevo p = 0.39        0.","0.39","=","9","1999","2007"," "
"40_3_605"," (0.0026) p < 0.001       0.0","0.001","<","9","2066","2075"," "
"40_3_605"," (0.0054) p < 0.001    0.023 ","0.001","<","9","2134","2143"," "
"40_3_605","11)
   NA p = 0.0060        p ","0.006","=","9","2203","2213"," "
"40_3_605","60        p = 0.33          ","0.33","=","9","2221","2229"," "
"40_3_605"," (0.0032) p < 0.001    p = 0.","0.001","<","9","2275","2284"," "
"40_3_605"," 0.001    p = 0.97          ","0.97","=","9","2288","2296"," "
"40_3_605"," (0.0032) p < 0.001    p = 0.","0.001","<","9","2340","2349"," "
"40_3_605"," 0.001    p = 0.85          ","0.85","=","9","2353","2361"," "
"40_3_605","9)
   Rec p = 0.032        p ","0.032","=","9","2411","2420"," "
"40_3_605","32        p = 0.66          ","0.66","=","9","2428","2436"," "
"40_3_605","          p = 0.95         0","0.95","=","9","2449","2457"," "
"40_3_605","(0.0022)a p = 0.0071  p < 0.00","0.0071","=","9","2483","2493"," "
"40_3_605","= 0.0071  p < 0.001          ","0.001","<","9","2495","2504"," "
"40_3_605","          p < 0.001        0.","0.001","<","9","2515","2524"," "
"40_3_605","(0.0064)a p = 0.019   p < 0.0","0.019","=","9","2548","2557"," "
"40_3_605","= 0.019   p < 0.001          ","0.001","<","9","2560","2569"," "
"40_3_605","          p < 0.001       0.0","0.001","<","9","2580","2589"," "
"40_3_605","0) <U+2AFD> 4.2; p = 0.014          ","0.014","=","9","2660","2669"," "
"40_3_605","30) <U+2AFD> 28; p < 0.001          ","0.001","<","9","2726","2735"," "
"40_3_605","30) <U+2AFD> 38; p < 0.001
a
 Mean (","0.001","<","9","2791","2800"," "
"40_3_605"," shown at p < 0.05. The mean","0.05","<","9","7456","7464"," "
"40_3_605","sthesia ( p < 0.001) but was ","0.001","<","9","8957","8966"," "
"40_3_605","e state ( p = 0.95)         ","0.95","=","9","9038","9046"," "
"40_3_605","y epoch ( p = 0.27) (Table 1","0.27","=","9","9179","9187"," "
"40_3_605","ke state, p = 0.58], which i","0.58","=","9","11109","11117"," "
"40_3_605","6 –2.47), p < 0.001          ","0.001","<","9","11788","11797"," "
"40_3_605","9 –1.99), p = 0.007 compared ","0.007","=","9","12275","12284"," "
"40_3_605","          p = 0.021          ","0.021","=","10","1136","1145"," "
"40_3_605","          p = 0.0051          ","0.0051","=","10","1259","1269"," "
"40_3_605","          p = 0.23          ","0.23","=","10","1361","1369"," "
"40_3_605","          p < 0.001          ","0.001","<","10","1385","1394"," "
"40_3_605","          p = 0.58          ","0.58","=","10","1484","1492"," "
"40_3_605","          p < 0.001          ","0.001","<","10","1507","1516"," "
"40_3_605","          p = 0.90          ","0.9","=","10","1585","1593"," "
"40_3_605","          p = 0.0018          ","0.0018","=","10","1609","1619"," "
"40_3_605","          p = 0.62          ","0.62","=","10","1632","1640"," "
"40_3_605","          p = 0.63          ","0.63","=","10","1708","1716"," "
"40_3_605","          p < 0.001          ","0.001","<","10","1731","1740"," "
"40_3_605","2) <U+2AFD> 8.3; p < 0.001          ","0.001","<","10","1857","1866"," "
"40_3_605","3) <U+2AFD> 9.3; p = 0.069
Parietal ","0.069","=","10","1977","1986"," "
"40_3_605","          p < 0.001          ","0.001","<","10","2766","2775"," "
"40_3_605","          p < 0.001          ","0.001","<","10","2889","2898"," "
"40_3_605","          p = 0.99          ","0.99","=","10","2991","2999"," "
"40_3_605","          p < 0.001          ","0.001","<","10","3015","3024"," "
"40_3_605","          p = 0.56          ","0.56","=","10","3114","3122"," "
"40_3_605","          p < 0.001          ","0.001","<","10","3137","3146"," "
"40_3_605","          p < 0.001          ","0.001","<","10","3239","3248"," "
"40_3_605","          p = 0.75          ","0.75","=","10","3338","3346"," "
"40_3_605","          p < 0.001          ","0.001","<","10","3361","3370"," "
"40_3_605","          p = 0.99          ","0.99","=","10","3381","3389"," "
"40_3_605","72) <U+2AFD> 36; p < 0.001          ","0.001","<","10","3486","3495"," "
"40_3_605","44) <U+2AFD> 30; p < 0.001
a
 Mean (","0.001","<","10","3606","3615"," "
"40_3_605"," shown at p < 0.05. The mean","0.05","<","10","10805","10813"," "
"40_3_605","          p < 0.001          ","0.001","<","11","1004","1013"," "
"40_3_605","          p < 0.001          ","0.001","<","11","1112","1121"," "
"40_3_605","          p = 0.80          ","0.8","=","11","1227","1235"," "
"40_3_605","          p < 0.001          ","0.001","<","11","1251","1260"," "
"40_3_605","          p = 0.039          ","0.039","=","11","1335","1344"," "
"40_3_605","          p < 0.001          ","0.001","<","11","1359","1368"," "
"40_3_605","          p = 0.28          ","0.28","=","11","1457","1465"," "
"40_3_605","          p < 0.001          ","0.001","<","11","1481","1490"," "
"40_3_605","          p = 0.81          ","0.81","=","11","1502","1510"," "
"40_3_605","          p = 0.41          ","0.41","=","11","1565","1573"," "
"40_3_605","          p < 0.001          ","0.001","<","11","1589","1598"," "
"40_3_605","          p = 0.69          ","0.69","=","11","1611","1619"," "
"40_3_605","27) <U+2AFD> 48; p < 0.001          ","0.001","<","11","1735","1744"," "
"40_3_605","30) <U+2AFD> 48; p < 0.001
Parietal ","0.001","<","11","1846","1855"," "
"40_3_605","          p < 0.001          ","0.001","<","11","2117","2126"," "
"40_3_605","          p < 0.001          ","0.001","<","11","2225","2234"," "
"40_3_605","          p = 0.85          ","0.85","=","11","2346","2354"," "
"40_3_605","          p < 0.001          ","0.001","<","11","2370","2379"," "
"40_3_605","          p = 0.81          ","0.81","=","11","2454","2462"," "
"40_3_605","          p < 0.001          ","0.001","<","11","2478","2487"," "
"40_3_605","          p = 0.63          ","0.63","=","11","2575","2583"," "
"40_3_605","          p < 0.001          ","0.001","<","11","2599","2608"," "
"40_3_605","          p = 0.98          ","0.98","=","11","2620","2628"," "
"40_3_605","          p = 0.98          ","0.98","=","11","2683","2691"," "
"40_3_605","          p < 0.001          ","0.001","<","11","2707","2716"," "
"40_3_605","          p = 0.96          ","0.96","=","11","2729","2737"," "
"40_3_605","27) <U+2AFD> 66; p < 0.001          ","0.001","<","11","2852","2861"," "
"40_3_605","30) <U+2AFD> 46; p < 0.001
a
 Mean (","0.001","<","11","2963","2972"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4029","4038"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4141","4150"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4257","4266"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4281","4290"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4369","4378"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4395","4404"," "
"40_3_605","          p = 0.15          ","0.15","=","11","4486","4494"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4510","4519"," "
"40_3_605","          p = 0.089          ","0.089","=","11","4532","4541"," "
"40_3_605","          p = 0.18          ","0.18","=","11","4598","4606"," "
"40_3_605","          p < 0.001          ","0.001","<","11","4624","4633"," "
"40_3_605","          p = 0.19          ","0.19","=","11","4645","4653"," "
"40_3_605","28) <U+2AFD> 44; p < 0.001          ","0.001","<","11","4764","4773"," "
"40_3_605","40) <U+2AFD> 30; p < 0.001
Parietal ","0.001","<","11","4877","4886"," "
"40_3_605","          p < 0.001          ","0.001","<","11","5149","5158"," "
"40_3_605","          p < 0.001          ","0.001","<","11","5261","5270"," "
"40_3_605","          p = 0.76          ","0.76","=","11","5377","5385"," "
"40_3_605","          p < 0.001          ","0.001","<","11","5401","5410"," "
"40_3_605","          p = 0.12          ","0.12","=","11","5489","5497"," "
